inchikey,chemical,company
DELJNDWGTWHHFA-UHFFFAOYSA-N,['AMPP'],"[""Ministry of Science and Technology of the People's Republic of China [Government]"", ""Ministry of Science and Technology of the People's Republic of China [Government]"", 'Fok Ying Tong Education Foundation [Foundation]', 'National Natural Science Foundation of China [Foundation]', 'National Natural Science Foundation of China [Foundation]', 'Government of Ontario [Government]']"
DELUNUNQVWNZKQ-UHFFFAOYSA-N,['carbonyl-benzene'],['Vetenskapsrådet [Unknown]']
DEMFUFJSZCRLRV-UHFFFAOYSA-N,['imides'],"['Division of Atmospheric and Geospace Sciences [Unknown]', 'Hellman Foundation [Foundation]']"
Error,['DEP'],"['National Institute of Environmental Health Sciences [University]', 'National Institute of Environmental Health Sciences [University]', 'Division of Graduate Education [Unknown]', 'U.S. Environmental Protection Agency [Government]', 'U.S. Environmental Protection Agency [Government]', 'Forsythia Foundation [Foundation]', 'Passport Science Innovation Fund [Unknown]', 'European Regional Development Fund [Unknown]', ""Ministry of Science and Technology of the People's Republic of China [Government]"", 'Natural Science Foundation of Jiangsu Province [Foundation]', 'National Natural Science Foundation of China [Foundation]', 'Chinese Academy of Sciences [Unknown]']"
Error,['DETA'],['China Scholarship Council [Unknown]']
Error,['DETAH][Tz'],"['Huaqiao University [University]', 'National Natural Science Foundation of China [Foundation]']"
Error,['DEX'],"['National Institute of Food and Agriculture [University]', 'Division of Chemical, Bioengineering, Environmental, and Transport Systems [Unknown]']"
Error,['DFAA-nitrogen'],"[""Ministry of Science and Technology of the People's Republic of China [Government]"", 'China Postdoctoral Science Foundation [Foundation]', 'National Natural Science Foundation of China [Foundation]']"
DFBKLUNHFCTMDC-GKRDHZSOSA-N,['endrin'],"['European Commission [Unknown]', 'Ministerstvo Školství, Mládeže a Telovýchovy [Unknown]', 'Horizon 2020 Framework Programme [Unknown]']"
DFBKLUNHFCTMDC-PICURKEMSA-N,['dieldrin'],"['European Commission [Unknown]', 'Ministerstvo Školství, Mládeže a Telovýchovy [Unknown]', 'Horizon 2020 Framework Programme [Unknown]', 'Not Found [Unknown]', 'National Institute of Environmental Health Sciences [University]', 'Government of Canada [Government]', 'United Nations [Unknown]', 'Griffith University [University]', 'Not Found [Unknown]']"
DFEYYRMXOJXZRJ-UHFFFAOYSA-N,"['Sevoflurane', 'sevoflurane']","['Australian and New Zealand College of Anaesthetists [Unknown]', 'Western Health (Melbourne) Foundation [Foundation]', 'Australian and New Zealand College of Anaesthetists [Unknown]', 'Western Health (Melbourne) Foundation [Foundation]']"
DFFOSEJNFZUOSK-UHFFFAOYSA-N,"['COOH', 'CoOh']","['Natural Environment Research Council [Unknown]', 'Seventh Framework Programme [Unknown]', 'Norges Forskningsråd [Unknown]', 'Chinese Academy of Sciences [Unknown]', 'Natural Sciences and Engineering Research Council of Canada [Unknown]', ""Ministry of Education of the People's Republic of China [Government]"", 'National Natural Science Foundation of China [Foundation]', 'National Natural Science Foundation of China [Foundation]', 'Jacob Blaustein Center for Scientific Cooperation [Unknown]', 'German-Israeli Foundation for Scientific Research and Development [Foundation]', 'Adelis Foundation [Foundation]', 'Alfred P. Sloan Foundation [Foundation]', 'U.S. Geological Survey [Unknown]', 'Division of Chemical, Bioengineering, Environmental, and Transport Systems [Unknown]', 'Center for Biocatalysis and Bioprocessing, University of Iowa [University]', 'National Natural Science Foundation of China [Foundation]', 'Chinese Academy of Sciences [Unknown]', 'Guangdong Foundation for Program of Science and Technology Research [Foundation]', 'Local Innovative and Research Teams Project of Guangdong Pearl River Talents Program [Unknown]', 'National Institute of Environmental Health Sciences [University]', 'North Carolina State University [University]', 'U.S. Environmental Protection Agency [Government]', 'North Carolina Policy Collaboratory [Unknown]', 'National Natural Science Foundation of China [Foundation]', 'China Scholarship Council [Unknown]', 'Central University Basic Research Fund of China [University]', 'Science, Technology and Innovation Commission of Shenzhen Municipality [Unknown]', 'National Natural Science Foundation of China [Foundation]', 'Key Laboratory of Civil Aviation Thermal Hazards Prevention and Emergency Response, Civil Aviation University of China [University]', 'National Engineering Lab for Mobile Source Emission Control Technology [Unknown]', 'Tianjin City [Unknown]', 'State Environmental Protection Key Laboratory of Odor Pollution Control, Tianjin Academy of Eco-environmental Sciences [Unknown]', ""Ministry of Science and Technology of the People's Republic of China [Government]"", 'National Natural Science Foundation of China [Foundation]', 'National Natural Science Foundation of China [Foundation]', 'Science and Technology Commission of Shanghai Municipality [Unknown]', 'National Natural Science Foundation of China [Foundation]', ""Ministry of Science and Technology of the People's Republic of China [Government]"", 'National Natural Science Foundation of China [Foundation]', 'Chinese Academy of Sciences [Unknown]', ""Xi'an Municipal Bureau of Science and Technology [Unknown]"", 'Key Research and Development Projects of Shaanxi Province [Unknown]', 'Division of Chemistry [Unknown]', 'Division of Chemical, Bioengineering, Environmental, and Transport Systems [Unknown]', 'Washington University in St. Louis [University]', 'Tsinghua University [University]', 'National Natural Science Foundation of China [Foundation]', 'Research Grants Council, University Grants Committee [University]', 'National Natural Science Foundation of China [Foundation]', 'National Natural Science Foundation of China [Foundation]', 'Program for Guangdong Introducing Innovative and Entrepreneurial Teams [Unknown]', 'National Key Research and Development Program of China [Unknown]', 'China Postdoctoral Science Foundation [Foundation]', 'National Natural Science Foundation of China [Foundation]', 'Basic Scientific Research Fees of Central Universities [University]', 'Yunnan University [University]', 'National Natural Science Foundation of China [Foundation]']"
Error,['DFO'],"['Guangdong Provincial Key Laboratory Of Catalysis [Unknown]', 'National Natural Science Foundation of China [Foundation]', 'National Health Commission Key Laboratory of Nuclear Technology Medical Transformation, MianYang Central Hospital [Government]', 'Mianyang Central Hospital [Unknown]']"
Error,['DFOB'],"['Biological and Environmental Research [Unknown]', 'Schweizerischer Nationalfonds zur FÃ¶rderung der Wissenschaftlichen Forschung [Unknown]', 'Austrian Science Fund [Unknown]', 'Austrian Science Fund [Unknown]', 'Schweizerischer Nationalfonds zur FÃ¶rderung der Wissenschaftlichen Forschung [Unknown]', 'Austrian Science Fund [Unknown]']"
DFPAKSUCGFBDDF-UHFFFAOYSA-N,"['nicotinamide', 'vitamin B']","['Agencia Estatal de Investigación [Unknown]', 'European Regional Development Fund [Unknown]', 'Agència de Gestió d’Ajuts Universitaris i de Recerca [University]', 'Universidad de Oviedo [University]', 'Generalitat de Catalunya [Unknown]', 'Ministerio de Sanidad, Consumo y Bienestar [Unknown]', 'Conselleria de Sanitat Universal i Salut Pblica [Unknown]', 'Fundacin Marqus de Valdecilla [Unknown]', 'European Commission [Unknown]', 'Fundacin Bancaria Caja de Ahorros de Asturias [Unknown]', 'Ministerio de Economía y Competitividad [Unknown]', 'Fundacin Cientfica Asociacin Espaola Contra el Cncer [Unknown]', ""'la Caixa' Foundation [Foundation]"", 'Comunidad Autnoma de la Regin de Murcia [Unknown]', 'Eusko Jaurlaritza [Unknown]', ""Associaci Catalana d'Universitats Pbliques [University]"", 'Instituto de Salud Carlos III [University]', 'Junta de Castilla y LeÃ³n [Unknown]', 'Consejera de Salud y Consumo, Junta de Andaluca [Unknown]', 'Seventh Framework Programme [Unknown]', 'Natural Science Foundation of Jiangsu Province [Foundation]', 'Shanghai Tongji Gao Tingyao Environmental Science and Technology Development Foundation [Foundation]', 'National Natural Science Foundation of China [Foundation]']"
DFPOZTRSOAQFIK-UHFFFAOYSA-N,"['DMSP', 'dimethylsulfoniopropionate']","['Not Found [Unknown]', 'Not Found [Unknown]', 'Natural Environment Research Council [Unknown]', 'Natural Environment Research Council [Unknown]', 'National Science Foundation [Foundation]', 'National Science Foundation [Foundation]']"
DFRHTHSZMBROSH-UHFFFAOYSA-N,['ferrocene'],"['Australian Research Council [Unknown]', 'China Scholarship Council [Unknown]', ""Ministry of Science and Technology of the People's Republic of China [Government]"", 'National Natural Science Foundation of China [Foundation]']"
Error,['DFRcaptan'],['Agence Nationale de la Recherche [Unknown]']
DFWFIQKMSFGDCQ-UHFFFAOYSA-N,['desethylatrazine'],"['State Administration of Foreign Experts Affairs [Unknown]', 'Canada Research Chairs [Unknown]', 'U.S. Environmental Protection Agency [Government]', 'Chinese Academy of Sciences [Unknown]', 'State Key Laboratory in Marine Pollution, City University of Hong Kong [University]', 'H2020 Societal Challenges [Unknown]']"
DFYRUELUNQRZTB-UHFFFAOYSA-N,['acetovanillone'],"[""Xi'an Municipal Bureau of Science and Technology [Unknown]"", 'Key Research and Development Projects of Shaanxi Province [Unknown]']"
Error,['DFe(III)'],"['Deutsche Forschungsgemeinschaft [Unknown]', 'Helmholtz Association [Unknown]']"
DGADNPLBVRLJGD-UHFFFAOYSA-N,['2-methylglyceric acid'],"['Ministerstwo Nauki i Szkolnictwa Wyzszego [Unknown]', 'European Regional Development Fund [Unknown]', 'Narodowe Centrum Nauki [Unknown]', 'H2020 Marie Sklodowska-Curie Actions [Unknown]', 'Biological and Environmental Research [Unknown]', 'Instituto Nacional de Pesquisas da Amazonia [University]', 'Division of Graduate Education [Unknown]', 'Camille and Henry Dreyfus Foundation [Foundation]', 'U.S. Environmental Protection Agency [Government]', 'Division of Atmospheric and Geospace Sciences [Unknown]', 'Small Business Innovative Research and Small Business Technology Transfer [Government]', 'Climate Program Office [Unknown]', 'Fundação de Amparo à Pesquisa do Estado de São Paulo [Unknown]', 'National Science Foundation [Foundation]', 'Universidade do Estado do Amazonia [University]', 'Central Office of the Large Scale Biosphere Atmosphere Experiment in Amazonia [Unknown]', 'Division of Atmospheric and Geospace Sciences [Unknown]', 'Division of Agriculture and Natural Resources, University of California [University]', 'Research Councils UK [Unknown]', 'Cambridge Philosophical Society [Unknown]', 'University of Cambridge [University]']"
DGAIEPBNLOQYER-UHFFFAOYSA-N,"['Iopromide', 'iopromide']","['Bundesministerium für Bildung und Forschung [Unknown]', 'European Commission [Unknown]', 'Projekt NaWi der Universitét Koblenz-Landau [University]', 'Bundesministerium für Bildung und Forschung [Unknown]', 'European Commission [Unknown]', 'Projekt NaWi der Universitét Koblenz-Landau [University]', 'FP7 People: Marie-Curie Actions [Unknown]', 'Sveriges Lantbruksuniversitet [University]', 'U.S. Environmental Protection Agency [Government]', 'U.S. Department of Education [Government]', 'Horizon 2020 Framework Programme [Unknown]', 'Deutsche Forschungsgemeinschaft [Unknown]']"
Error,['DGD'],"['Jiangsu Provincial Key Research and Development Program [Unknown]', 'National Key Research and Development Program of China [Unknown]', 'Natural Science Foundation of Jiangsu Province for Distinguished Young Scholars [Foundation]', 'Fundamental Research Funds for the Central Universities [University]', 'National Natural Science Foundation of China [Foundation]', 'Environmental Protection Research Project of Jiangsu Province [Unknown]']"
DGEZNRSVGBDHLK-UHFFFAOYSA-N,"['Phen', 'phenanthroline']","['Schweizerischer Nationalfonds zur FÃ¶rderung der Wissenschaftlichen Forschung [Unknown]', 'Austrian Science Fund [Unknown]', 'Schweizerischer Nationalfonds zur FÃ¶rderung der Wissenschaftlichen Forschung [Unknown]', 'Austrian Science Fund [Unknown]', 'National Natural Science Foundation of China [Foundation]', 'Natural Science Foundation of Guangdong Province [Foundation]', 'Earmarked Foundation of the State Key Laboratory [Foundation]']"
Error,['DGH'],"['Fujian Provincial Department of Science and Technology [Government]', ""Ministry of Science and Technology of the People's Republic of China [Government]"", 'National Natural Science Foundation of China [Foundation]', 'Innovative Research Team in Science and Technology in Fujian Province University [University]']"
Error,['DGM'],"['National Natural Science Foundation of China [Foundation]', 'Guangzhou Basic Research Plan Basic and Applied Basic Research Project [Unknown]', 'Research Foundation for Young Innovative Talents in Higher Education of Guangdong Province [Foundation]', 'Southern Marine Science and Engineering Guangdong Laboratory (Zhuhai) [Unknown]']"
DGNYADVSOUQAEQ-LCFNMQHZSA-N,['carboxylic acid'],"['Svenska Forskningsrådet Formas [Unknown]', 'Not Found [Unknown]', 'Schweizerischer Nationalfonds zur FÃ¶rderung der Wissenschaftlichen Forschung [Unknown]', 'European Chemical Industry Council [Unknown]', 'National Institute of Environmental Health Sciences [University]', 'North Carolina State University [University]', 'U.S. Environmental Protection Agency [Government]', 'North Carolina Policy Collaboratory [Unknown]', 'Alfred P. Sloan Foundation [Foundation]', 'Vetenskapsrådet [Unknown]', 'National Natural Science Foundation of China [Foundation]', 'Shanghai Rising-Star Program [Unknown]', 'NSFC-STINT [Government]', 'Division of Chemistry [Unknown]', 'Division of Chemical, Bioengineering, Environmental, and Transport Systems [Unknown]', 'National Institute of Food and Agriculture [University]', 'Northwest A and F University [University]', 'National Natural Science Foundation of China [Foundation]', 'National Key Research and Development Program of China [Unknown]', 'China Postdoctoral Science Foundation [Foundation]', 'National Natural Science Foundation of China [Foundation]', 'Basic Scientific Research Fees of Central Universities [University]', 'Schweizerischer Nationalfonds zur FÃ¶rderung der Wissenschaftlichen Forschung [Unknown]', 'Staatssekretariat für Bildung, Forschung und Innovation [Unknown]', 'H2020 Marie Sklodowska-Curie Actions [Unknown]', 'H2020 Research Infrastructures [Unknown]']"
DGVSIBCCYUVRNA-UHFFFAOYSA-O,['NHD'],"['China Postdoctoral Science Foundation [Foundation]', 'National Natural Science Foundation of China [Foundation]']"
Error,['DGel of 13 to 18 × 10–6 cm2·s–1 (agarose)'],"['U.S. Department of Defense [Government]', 'U.S. Geological Survey [Unknown]']"
DHCDFWKWKRSZHF-UHFFFAOYSA-L,"['Thiosulfate', 'thiosulfate']","['National Natural Science Foundation of China [Foundation]', 'Division of Chemistry [Unknown]', 'University of Iowa [University]', 'University of St. Thomas [University]', 'Division of Chemical, Bioengineering, Environmental, and Transport Systems [Unknown]', 'Not Found [Unknown]', 'Fonds de recherche du Québec – Nature et technologies [Company]', 'Canada Research Chairs [Unknown]', 'Research Institute on Mines and Environment, University of Québec [University]', 'Singapore Ministry of Education Academic Research Fund Tier 1 [Government]', ""Ministry of Science and Technology of the People's Republic of China [Government]"", 'China Scholarship Council [Unknown]', 'China Postdoctoral Science Foundation [Foundation]', 'National Natural Science Foundation of China [Foundation]', 'Natural Science Foundation of Shandong Province [Foundation]', 'National Natural Science Foundation of China [Foundation]', 'CAS ""Light of West China"" Program [Unknown]', 'Guizhou Provincial 2020 Science and Technology Subsidies [Unknown]', 'Guizhou Provincial Natural Science Foundation [Foundation]', 'Basic Energy Sciences [Unknown]']"
DHCDFWKWKRSZHF-UHFFFAOYSA-M,"['Thiosulfate', 'thiosulfate']","['Ministerie van Onderwijs, Cultuur en Wetenschap [Unknown]', 'H2020 European Research Council [Unknown]', 'Ministerie van Onderwijs, Cultuur en Wetenschap [Unknown]', 'H2020 European Research Council [Unknown]', 'State Administration of Foreign Experts Affairs [Unknown]', 'National Natural Science Foundation of China [Foundation]', 'Central China Normal University [University]', 'Chinese Academy of Sciences [Unknown]', ""Ministry of Education of the People's Republic of China [Government]"", ""Ministry of Science and Technology of the People's Republic of China [Government]"", 'Ministerie van Onderwijs, Cultuur en Wetenschap [Unknown]', 'Paqell BV [Unknown]', 'Division of Chemistry [Unknown]', 'Division of Biological Infrastructure [Unknown]']"
DHCLVCXQIBBOPH-UHFFFAOYSA-N,['glycerol-2-phosphate'],['U.S. Department of Energy [Government]']
DHMQDGOQFOQNFH-UHFFFAOYSA-N,"['GLY', 'Gly', 'Glycine', 'glycine']","['National Natural Science Foundation of China [Foundation]', 'National Natural Science Foundation of China [Foundation]', 'National Natural Science Foundation of China [Foundation]', 'National Natural Science Foundation of China [Foundation]', 'Chinese Academy of Sciences [Unknown]', 'Austrian Science Fund [Unknown]', 'Bundesministerium für Wirtschaft und Energie [Unknown]', 'China Postdoctoral Science Foundation [Foundation]', 'National Natural Science Foundation of China [Foundation]', 'National Natural Science Foundation of China [Foundation]', 'National Natural Science Foundation of China [Foundation]', 'Natural Science Foundation of Zhejiang Province [Foundation]', 'Division of Biological Infrastructure [Unknown]', ""Ministry of Science and Technology of the People's Republic of China [Government]"", 'U.S. Environmental Protection Agency [Government]', 'National Natural Science Foundation of China [Foundation]', ""Ministry of Education of the People's Republic of China [Government]"", 'Det Frie ForskningsrÃ¥d [Unknown]', 'Det Frie ForskningsrÃ¥d [Unknown]', 'Government of Guangzhou Municipality [Government]', ""Ministry of Education of the People's Republic of China [Government]"", 'Det Frie ForskningsrÃ¥d [Unknown]', 'Det Frie ForskningsrÃ¥d [Unknown]', 'Government of Guangzhou Municipality [Government]', 'National Institute of Food and Agriculture [University]', 'U.S. Environmental Protection Agency [Government]', 'National Institute of Environmental Health Sciences [University]', ""Ministry of Science and Technology of the People's Republic of China [Government]"", 'University of Iowa [University]', 'National Natural Science Foundation of China [Foundation]', 'Chinese Academy of Sciences [Unknown]', 'National Natural Science Foundation of China [Foundation]', 'Natural Science Foundation of Jiangsu Province [Foundation]', 'Natural Sciences and Engineering Research Council of Canada [Unknown]', ""Ministry of Science and Technology of the People's Republic of China [Government]"", 'National Natural Science Foundation of China [Foundation]', 'Biological and Environmental Research [Unknown]', 'China Postdoctoral Science Foundation [Foundation]', ""Ministry of Science and Technology of the People's Republic of China [Government]"", 'China Postdoctoral Science Foundation [Foundation]', 'National Natural Science Foundation of China [Foundation]', 'National University of Singapore [University]', 'National Natural Science Foundation of China [Foundation]', 'Universidade de Macau [University]', 'Fundo para o Desenvolvimento das Ciências e da Tecnologia [Unknown]', 'National Natural Science Foundation of China [Foundation]', 'Universidade de Macau [University]', 'Fundo para o Desenvolvimento das Ciências e da Tecnologia [Unknown]', 'National Natural Science Foundation of China [Foundation]', ""Ministry of Science and Technology of the People's Republic of China [Government]"", 'National Natural Science Foundation of China [Foundation]', 'Chinese Academy of Sciences [Unknown]', ""Ministry of Science and Technology of the People's Republic of China [Government]"", 'National Natural Science Foundation of China [Foundation]', 'Chinese Academy of Sciences [Unknown]', ""Ministry of Education of the People's Republic of China [Government]"", ""Ministry of Science and Technology of the People's Republic of China [Government]"", 'National Natural Science Foundation of China [Foundation]', 'State Key Joint Laboratory of Environment Simulation and Pollution Control, Tsinghua University [University]', 'National Science Foundation [Foundation]', 'Ministry of Science and ICT, South Korea [Government]', 'National Research Foundation of Korea [Foundation]', 'National Natural Science Foundation of China [Foundation]', 'Local Innovative and Research Teams Project of Guangdong Pearl River Talents Program [Unknown]', 'National Key Research and Development Program of China [Unknown]', 'Japan Society for the Promotion of Science [Unknown]', 'National Natural Science Foundation of China [Foundation]', 'Environment Research and Technology Development Fund from the Ministry of the Environment, Japan [Government]', 'National Natural Science Foundation of China [Foundation]', 'Beijing Institute of Technology Research Fund Program for Young Scholars [University]', 'National Key Research and Development Program of China [Unknown]', 'Natural Science Foundation of Hubei Province [Foundation]', 'Science and Technology Commission of Shanghai Municipality [Unknown]', 'Shanghai Municipal Health Commission [Unknown]', 'National Natural Science Foundation of China [Foundation]', 'Deutsche Gesetzliche Unfallversicherung [Unknown]', 'Research Grants Council, University Grants Committee [University]', 'National Key Research and Development Program of China [Unknown]', 'National Natural Science Foundation of China [Foundation]', 'National Institute of Food and Agriculture [University]', 'National Science Foundation [Foundation]', 'Division of Environmental Biology [Unknown]']"
DHNRXBZYEKSXIM-UHFFFAOYSA-N,"['Isothiazolinones', 'isothiazolinones']","['Natural Science Foundation of Hubei Province [Foundation]', 'National Natural Science Foundation of China [Foundation]', 'Chinese Academy of Sciences [Unknown]', 'Natural Science Foundation of Hubei Province [Foundation]', 'National Natural Science Foundation of China [Foundation]', 'Chinese Academy of Sciences [Unknown]']"
DHNUXDYAOVSGII-UHFFFAOYSA-N,"['tris(1,3-dichloropropyl) phosphate']","[""Ministry of Science and Technology of the People's Republic of China [Government]"", 'National Natural Science Foundation of China [Foundation]']"
Error,['DHP'],"['Agence Nationale de la Recherche [Unknown]', ""Ministère de l'cologie, du Dveloppement Durable et de l'nergie [Unknown]""]"
DHPRQBPJLMKORJ-XRNKAMNCSA-N,['chlortetracycline'],"['National Pork Board [Unknown]', 'Water for Food Daugherty Global Institute [Unknown]', 'Division of Chemical, Bioengineering, Environmental, and Transport Systems [Unknown]', 'U.S. Department of Agriculture [Government]', '333 Project of Jiangsu Province of China [Unknown]', ""Ministry of Science and Technology of the People's Republic of China [Government]"", 'Science, Technology and Innovation Commission of Shenzhen Municipality [Unknown]', 'National Natural Science Foundation of China [Foundation]', 'Leading Talents of Guangdong Province Program [Unknown]', 'Guangdong Provincial Key Laboratory of Soil and Groundwater Pollution Control [Unknown]', 'State Environmental Protection Key Laboratory of Integrated Surface Water-Groundwater Pollution Control [Unknown]', 'Central University Basic Research Fund of China [University]', 'Rural and Environment Science and Analytical Services Division [Unknown]', 'National Natural Science Foundation of China [Foundation]', 'Division of Chemical, Bioengineering, Environmental, and Transport Systems [Unknown]', 'U.S. Department of Agriculture [Government]']"
Error,['DHS'],"['Ministry of Environment, Forest and Climate Change [Government]', 'United States - India Educational Foundation [Foundation]', 'National Science Foundation [Foundation]']"
Error,['DI-FT-ICR-MS'],['Deutsche Forschungsgemeinschaft [Unknown]']
Error,['DI-FT-ICR-MS (13817 vs 3075)'],['Deutsche Forschungsgemeinschaft [Unknown]']
Error,['DI-TP'],['Natural England [Unknown]']
Error,['DIA'],['H2020 Societal Challenges [Unknown]']
DIBFLXZFUXWPNS-UHFFFAOYSA-N,['C5H11ClO3'],"['Welch Foundation [Foundation]', 'H2020 Marie Sklodowska-Curie Actions [Unknown]', 'National Science Foundation [Foundation]']"
Error,['DICD'],['Not Found [Unknown]']
Error,['DIDPP'],"['China Postdoctoral Science Foundation [Foundation]', 'National Natural Science Foundation of China [Foundation]']"
Error,['DIHA'],"['Natural Science Foundation of Jiangsu Province [Foundation]', 'Nanjing University [University]', 'National Natural Science Foundation of China [Foundation]']"
DIKBFYAXUHHXCS-UHFFFAOYSA-N,"['Bromoform', 'CHBr3', 'MBR', 'bromoform', 'tribromomethane']","['Biological and Environmental Research [Unknown]', 'Division of Graduate Education [Unknown]', 'Office of Science [Unknown]', 'National Natural Science Foundation of China [Foundation]', 'Shanghai Tongji Gao Tingyao Environmental Science & Technology Development Foundation [Foundation]', 'Science and Technology Commission of Shanghai Municipality [Unknown]', 'National Natural Science Foundation of China [Foundation]', 'Shanghai Education Development Foundation [Foundation]', 'National Institute of Environmental Health Sciences [University]', 'National Natural Science Foundation of China [Foundation]', 'National Institute of Environmental Health Sciences [University]', 'National Natural Science Foundation of China [Foundation]', 'ETH Zürich Foundation [Foundation]', 'ETH Zürich Foundation [Foundation]', ""Ministry of Education of the People's Republic of China [Government]"", 'Natural Science Foundation of Jiangsu Province [Foundation]', 'National Natural Science Foundation of China [Foundation]', 'Science, Technology and Innovation Commission of Shenzhen Municipality [Unknown]', 'National Natural Science Foundation of China [Foundation]', 'National Institute of Environmental Health Sciences [University]', 'National Natural Science Foundation of China [Foundation]', 'Politecnico di Torino [Unknown]', 'Politecnico di Torino [Unknown]', 'National Institute of Environmental Health Sciences [University]', 'Instituto de Salud Carlos III [University]', 'National Natural Science Foundation of China [Foundation]', 'European Regional Development Fund [Unknown]', 'Electricité de France [Unknown]', 'Région Nouvelle-Aquitaine [Unknown]', 'Government of Togo [Government]', 'European Regional Development Fund [Unknown]', 'Electricité de France [Unknown]', 'Région Nouvelle-Aquitaine [Unknown]', 'Government of Togo [Government]', 'National Institute of Environmental Health Sciences [University]', 'National Natural Science Foundation of China [Foundation]']"
DILVLVXPRQTRMP-UHFFFAOYSA-N,['MLs'],"['Research Grants Council, University Grants Committee [University]', 'China Postdoctoral Science Foundation [Foundation]', 'National Natural Science Foundation of China [Foundation]', 'Guangzhou Municipality [Unknown]', 'Guangdong Basic and Applied Basic Research Foundation [Foundation]']"
Error,['DIN-19539'],['Maharashtra Pollution Control Board [Unknown]']
Error,['DIO1-CC'],"['Generalitat Valenciana [Unknown]', 'Fundacién Alicia Koplowitz [Unknown]', 'FP7 Health [Unknown]', 'European Regional Development Fund [Unknown]', 'Horizon 2020 Framework Programme [Unknown]', 'Instituto de Salud Carlos III [University]', 'FP7 Environment [Unknown]', 'Department of Health of the Basque Government [Government]', 'Generalitat de Catalunya-CIRIT [Unknown]', 'Miguel Servet-FEDER [Unknown]', 'Provincial Government of Gipuzkoa [Government]', 'Miguel Servet-FSE [Unknown]']"
DIOQZVSQGTUSAI-UHFFFAOYSA-N,"['decane', 'n-decane']","['National Natural Science Foundation of China [Foundation]', 'National Air Pollution Prevention Joint Research Center of China [Unknown]', 'Concawe [Unknown]', 'Government of Jiangsu Province [Government]', 'Lancaster University [University]', 'China Scholarship Council [Unknown]', 'China Scholarship Council [Unknown]', 'University Consortium for Field-Focused Groundwater Research [University]', 'National Institute of Environmental Health Sciences [University]', 'China Scholarship Council [Unknown]', 'University Consortium for Field-Focused Groundwater Research [University]', 'National Key Research and Development Program of China [Unknown]', 'Science and Technology Innovation Group of Shanxi Province [Unknown]', 'National Natural Science Foundation of China [Foundation]']"
Error,['DIPA'],['China Scholarship Council [Unknown]']
Error,['DISC-CARBON'],"['Netherlands Earth System Science Centre [Unknown]', 'Nederlandse Organisatie voor Wetenschappelijk Onderzoek [Unknown]', 'European Research Council Starting Grant (THAWSOME) [Unknown]']"
Error,['DIT'],"['National Postdoctoral Program for Innovative Talents [Unknown]', 'China Postdoctoral Science Foundation [Foundation]', 'Science and Technology Commission of Shanghai Municipality [Unknown]', 'Fundamental Research Funds for the Central Universities [University]', 'National Natural Science Foundation of China [Foundation]', 'Program of Shanghai Academic Research Leader [Unknown]']"
DIZPMCHEQGEION-UHFFFAOYSA-H,['aluminum sulfate'],['Key Research and Development Plan of the Chinese Ministry of Science and Technology [Government]']
DJBNUMBKLMJRSA-UHFFFAOYSA-N,['flecainide'],"['H2020 Marie Sklodowska-Curie Actions [Unknown]', 'Swiss State Secretariat for Education, Research and Innovation [Unknown]']"
