inchikey,chemical,company
CXGONMQFMIYUJR-UHFFFAOYSA-N,['PFDoDA'],"['National Institute of Environmental Health Sciences [University]', 'Office of Naval Research [Government]', 'the National Natural Science Foundation of China [Foundation]']"
CXRFDZFCGOPDTD-UHFFFAOYSA-M,['Trimethyltetradecylammonium bromide'],"['Natural Science Foundation of Shanghai Municipality [Foundation]', 'National Natural Science Foundation of China [Foundation]']"
CXSFDCSBVZQXDD-VIFPVBQESA-O,['AVO'],"[""Ag?ncia Catalana de l'Aigua [Unknown]"", 'Agencia Estatal de Investigaci?n [Unknown]', ""Ag?ncia de Gesti? d'Ajuts Universitaris i de Recerca [University]""]"
CXVGEDCSTKKODG-UHFFFAOYSA-N,['benzophenone-4'],"[""Ag?ncia Catalana de l'Aigua [Unknown]"", 'Agencia Estatal de Investigaci?n [Unknown]', ""Ag?ncia de Gesti? d'Ajuts Universitaris i de Recerca [University]""]"
CYPPCCJJKNISFK-UHFFFAOYSA-J,['kaolinite'],"['Natural Sciences and Engineering Research Council of Canada [Government]', 'China National Funds for Distinguished Young Scientists [Unknown]', 'Basic and Applied Basic Research Foundation of Guangdong Province [Foundation]', 'China Postdoctoral Science Foundation [Foundation]', 'Japan Society for the Promotion of Science [Unknown]', 'Natural Science Foundation of Hubei Province [Foundation]', 'National Natural Science Foundation of China [Foundation]', 'National Key Research and Development Program of China [Unknown]', 'State Key Laboratory of Geohazard Prevention and Geoenvironment Protection [Unknown]', 'China Scholarship Council [Government]', 'National Natural Science Foundation of China [Foundation]']"
CYTYCFOTNPOANT-UHFFFAOYSA-N,"['perchloroethene', 'tetrachloroethylene']","['National Key Research and Development Program of China [Unknown]', 'National Natural Science Foundation of China [Foundation]', 'Basic and Applied Basic Research Foundation of Guangdong Province [Foundation]', 'National Natural Science Foundation of China [Foundation]', 'State Key Laboratory of Organic Geochemistry, GIGCAS [Unknown]', 'Hainan Province [Unknown]', 'Science and Technology Projects of Guangzhou [Unknown]', 'Guangdong Foundation for Program of Science and Technology Research [Foundation]']"
CZFAZZHPAZFANU-UHFFFAOYSA-N,['CLA'],"['Chongqing Municipal Education Commission [Unknown]', 'Chongqing Municipal Basic and Frontier Research Project [Unknown]', 'National Natural Science Foundation of China [Foundation]', 'National Key R&D Program [Unknown]', 'Young Elite Scientists Sponsorship Program by CAST [Unknown]', 'Research and Innovation Program for Graduate Students in Chongqing [Unknown]']"
CZFFBEXEKNGXKS-UHFFFAOYSA-N,['RAL'],"['National Natural Science Foundation of China [Foundation]', 'Basic and applied basic research project of Guangzhou [Unknown]']"
CZMRCDWAGMRECN-UGDNZRGBSA-N,"['sucrose', 'sugar']","['Agricultural Marketing Service [Government]', 'Guangdong Provincial Introduction of Innovative Research and Development Team [Unknown]', 'Natural Science Foundation of Hunan Province [Foundation]', 'National Institute of Food and Agriculture [University]', 'National Natural Science Foundation of China [Foundation]', 'U.S. Department of Agriculture [Government]', 'National Key Research and Development Program of China [Unknown]', 'National Natural Science Foundation of China [Foundation]', 'Chinese Academy of Sciences [Unknown]', 'Schweizerischer Nationalfonds zur F?rderung der Wissenschaftlichen Forschung [Unknown]', 'Division of Chemical, Bioengineering, Environmental, and Transport Systems [Unknown]', 'Northwestern University [University]']"
Error,['CZO'],"['Project 211 [Government]', 'Science Fund for Distinguished Young Scholars of Hubei Province [Unknown]', 'National Natural Science Foundation of China [Foundation]', 'Recruitment Program of Global Experts [Unknown]', 'National Science and Technology Major Project [Unknown]', 'Cultivation Program of Wuhan Institute of Photochemistry and Technology [University]', 'National Engineering Laboratory for Mobile Source Emission Control Technology [Unknown]', ""Ministry of Science and Technology of the People's Republic of China [Government]"", 'Science Fund for Distinguished Young Scholars of Hubei Province [Unknown]', 'National Natural Science Foundation of China [Foundation]', 'Recruitment Program of Global Experts [Unknown]', 'Higher Education Discipline Innovation Project [Unknown]', 'Hubei International Scientific and Technological Cooperation Base of Pesticide and Green Synthesis [Unknown]', 'National Engineering Laboratory for Mobile Source Emission Control Technology [Unknown]']"
CZPWVGJYEJSRLH-UHFFFAOYSA-N,['pyrimidine'],"['National Key Research and Development Program of China [Unknown]', 'National Natural Science Foundation of China [Foundation]']"
CZPZWMPYEINMCF-UHFFFAOYSA-N,['perpropionic acid'],['National Science Foundation [Foundation]']
Error,['Ca carbonates'],"['Division of Earth Sciences [Unknown]', 'University at Albany [University]', 'Natural Environment Research Council [Unknown]', 'Division of Atmospheric and Geospace Sciences [Unknown]', 'U.S. Department of Energy [Government]', 'Horizon 2020 Framework Programme [Unknown]']"
Error,['Ca phosphates'],"['Division of Earth Sciences [Unknown]', 'University at Albany [University]', 'Natural Environment Research Council [Unknown]', 'Division of Atmospheric and Geospace Sciences [Unknown]', 'U.S. Department of Energy [Government]', 'Horizon 2020 Framework Programme [Unknown]']"
Error,['Ca(II)'],"['National Key Research and Development Program of China [Unknown]', 'National Natural Science Foundation of China [Foundation]']"
Error,['Ca-Mt'],"['China University of Geosciences [University]', 'the National Science Fund for Distinguished Young Scholars [Unknown]', 'the National Key R&D Program of China [Unknown]', 'the National Natural Science Foundation of China [Foundation]']"
Error,['Ca-O'],"['Welch Foundation [Foundation]', 'Basic Energy Sciences [Unknown]']"
Error,['CaFe'],"['China Association for Science and Technology [Government]', 'National Key Research and Development Program of China [Unknown]', 'National Natural Science Foundation of China [Foundation]']"
Error,['CaO'],"['Division of Earth Sciences [Unknown]', 'University at Albany [University]', 'University of Notre Dame [University]', 'Strategic Environmental Research and Development Program [Unknown]']"
Error,['CaSiO3'],['Japan Society for the Promotion of Science [Unknown]']
Error,['Calcisol'],"['La Trobe University [University]', 'Australian Research Council [Government]']"
Error,['Carbonyls'],"['Division of Earth Sciences [Unknown]', 'Natural Sciences and Engineering Research Council of Canada [Government]']"
Error,['Cd(II)'],"['Natural Science Foundation of Hunan Province [Foundation]', 'Canada Foundation for Innovation [Foundation]', 'Natural Science Foundation of Sichuan Province [Foundation]', 'Natural Sciences and Engineering Research Council of Canada [Government]', 'National Natural Science Foundation of China [Foundation]', 'Southwest Petroleum University [University]', 'Canada Research Chairs Program [University]', 'Svenska Forskningsr?det Formas [Unknown]', 'Vetenskapsr?det [Unknown]', ""Agence de l'Environnement et de la Ma?trise de l'Energie [Unknown]"", 'Centre National de la Recherche Scientifique [Unknown]', 'National Natural Science Foundation of China [Foundation]']"
Error,['Cd-O'],"['Fundamental Research Funds for the Central Universities [University]', 'National Natural Science Foundation of China [Foundation]']"
Error,['CdSA-Mo2TiC2Tx'],"['Natural Science Foundation of Shanghai Municipality [Foundation]', 'Donghua University [University]', 'Fundamental Research Funds for the Central Universities [University]', 'National Natural Science Foundation of China [Foundation]']"
Error,['Ce(III)'],"['Agence Nationale de la Recherche [Unknown]', 'European Commission [Government]']"
Error,['Ce(IV)'],"['China Postdoctoral Science Foundation [Foundation]', 'Fundamental Research Funds for the Central Universities [University]', 'National Natural Science Foundation of China [Foundation]', 'Agence Nationale de la Recherche [Unknown]', 'European Commission [Government]']"
Error,['Ce(IV)-Co3O4'],"['China Postdoctoral Science Foundation [Foundation]', 'Fundamental Research Funds for the Central Universities [University]', 'National Natural Science Foundation of China [Foundation]']"
Error,['Ce-Co'],"['China Postdoctoral Science Foundation [Foundation]', 'Fundamental Research Funds for the Central Universities [University]', 'National Natural Science Foundation of China [Foundation]']"
Error,['Ce-Co3O4'],"['Central China Normal University [University]', 'National Natural Science Foundation of China [Foundation]', 'Wuhan Knowledge Innovation Special Basic Research Project [Unknown]']"
Error,['Ce-metal-organic'],"['National Key Research and Development Program of China [Unknown]', 'Hunan Provincial Innovation Foundation for Postgraduate [Foundation]', 'Hunan University [University]', 'Science and Technology Program of Hunan Province [Unknown]', 'National Natural Science Foundation of China [Foundation]', 'Key Project of Research and Development Plan of Hunan Province [Unknown]']"
Error,['Ce0.8Zr0.2O2'],"['Project 211 [Government]', 'Science Fund for Distinguished Young Scholars of Hubei Province [Unknown]', 'National Natural Science Foundation of China [Foundation]', 'Recruitment Program of Global Experts [Unknown]', 'National Science and Technology Major Project [Unknown]', 'Cultivation Program of Wuhan Institute of Photochemistry and Technology [University]', 'National Engineering Laboratory for Mobile Source Emission Control Technology [Unknown]', ""Ministry of Science and Technology of the People's Republic of China [Government]"", 'Science Fund for Distinguished Young Scholars of Hubei Province [Unknown]', 'National Natural Science Foundation of China [Foundation]', 'Recruitment Program of Global Experts [Unknown]', 'Higher Education Discipline Innovation Project [Unknown]', 'Hubei International Scientific and Technological Cooperation Base of Pesticide and Green Synthesis [Unknown]', 'National Engineering Laboratory for Mobile Source Emission Control Technology [Unknown]']"
Error,['Ce3+'],"[""Ministry of Science and Technology of the People's Republic of China [Government]"", 'Science Fund for Distinguished Young Scholars of Hubei Province [Unknown]', 'National Natural Science Foundation of China [Foundation]', 'Recruitment Program of Global Experts [Unknown]', 'Higher Education Discipline Innovation Project [Unknown]', 'Hubei International Scientific and Technological Cooperation Base of Pesticide and Green Synthesis [Unknown]', 'National Engineering Laboratory for Mobile Source Emission Control Technology [Unknown]', 'National Key Research and Development Program of China [Unknown]', 'Beijing Municipal Natural Science Foundation [Foundation]', 'National Natural Science Foundation of China [Foundation]', 'National Key Research and Development Program of China [Unknown]', 'Fundamental Research Funds for the Central Universities [University]', 'National Natural Science Foundation of China [Foundation]']"
Error,['CeMn'],"['Basic and Applied Basic Research Foundation of Guangdong Province [Foundation]', 'National Natural Science Foundation of China [Foundation]', 'Guangdong-Hongkong-Macau Joint Laboratory of Collaborative Innovation for Environmental Quality [Unknown]']"
Error,['CeO2(110)'],"['University of California, Riverside [University]', 'National Natural Science Foundation of China [Foundation]', 'Natural Science Foundation of Shandong Province [Foundation]']"
Error,['CeO2-N'],"['Beijing National Laboratory for Molecular Sciences [Government]', 'China Postdoctoral Science Foundation [Foundation]', 'National Natural Science Foundation of China [Foundation]', 'Beijing Nova Program [Unknown]', 'Jing-Jin-Ji Regional Integrated Environmental Improvement-National Science and Technology Major Project [Unknown]']"
Error,['CePO4'],"['National Key Research and Development Program of China [Unknown]', 'National Natural Science Foundation of China [Foundation]']"
Error,['CeZrOx'],"['University of California, Riverside [University]', 'University of Central Florida [University]', 'National Science Foundation [Foundation]']"
Error,['Chl-a'],"['Bundesministerium f?r Bildung und Forschung [Unknown]', 'National Natural Science Foundation of China [Foundation]', 'Chinese Academy of Sciences [Unknown]']"
Error,['Chlorinated paraffins'],"['National Key Research and Development Program of China [Unknown]', 'Beijing Municipal Natural Science Foundation [Foundation]', 'National Natural Science Foundation of China [Foundation]']"
Error,['Cl-C-CTF'],['National Natural Science Foundation of China [Foundation]']
Error,['Cl-PAHs'],"['National Natural Science Foundation of China [Foundation]', 'Natural Science Foundation of Guangdong Province [Foundation]']"
Error,['Cl-PFESA'],"['Natural Science Foundation of Shandong Province [Foundation]', 'National Natural Science Foundation of China [Foundation]', 'Fundamental Research Funds for the Central Universities [University]', 'National Natural Science Foundation of China [Foundation]', 'Innovative Research Groups of National Natural Science Foundation of China [Foundation]', ""National Health Commission of the People's Republic of China [Government]"", 'National Natural Science Foundation of China [Foundation]', 'Shanghai Rising-Star Program [Unknown]', 'National Natural Science Foundation of China [Foundation]']"
Error,"['Cl-PFPECA-2,2']","['Shanghai Municipal Health Commission [Unknown]', 'Scientific and Technological Innovation Action Plan for Social Development [Unknown]', 'NHC Key Laboratory of Food Safety Risk Assessment [Unknown]']"
Error,['Cl-Py'],"['National Natural Science Foundation of China [Foundation]', 'Natural Science Foundation of Jiangxi Province [Foundation]']"
Error,['Cl2•'],"['Science and Technology Commission of Shanghai Municipality [Unknown]', 'National Natural Science Foundation of China [Foundation]']"
Error,['Cl3-BPS'],"['National Natural Science Foundation of China [Foundation]', 'Shandong Province Higher Educational Program for Introduction and Cultivation of Young Innovative Talents (2021) [Unknown]', 'Taishan Scholars Program of Shandong Province [Unknown]']"
Error,['Cl4-BPS'],"['National Natural Science Foundation of China [Foundation]', 'Shandong Province Higher Educational Program for Introduction and Cultivation of Young Innovative Talents (2021) [Unknown]', 'Taishan Scholars Program of Shandong Province [Unknown]']"
Error,['Clade II nitrous oxide'],['Biological and Environmental Research [Unknown]']
Error,['Clx'],"['National Natural Science Foundation of China [Foundation]', 'Shandong Province Higher Educational Program for Introduction and Cultivation of Young Innovative Talents (2021) [Unknown]', 'Taishan Scholars Program of Shandong Province [Unknown]']"
Error,['Cl–'],"['National Environment Agency - Singapore [Unknown]', 'National Research Foundation Singapore [Foundation]']"
Error,['CmH2m-4NO9'],"['Samsung [Unknown]', 'National Natural Science Foundation of China [Foundation]']"
Error,['CnH2n-5O6'],"['Samsung [Unknown]', 'National Natural Science Foundation of China [Foundation]']"
Error,['Co(II)-OOSO3'],"['China Postdoctoral Science Foundation [Foundation]', 'National Natural Science Foundation of China [Foundation]', 'Guangdong Natural Science Foundation-General Program [Foundation]']"
Error,['Co(III)'],"['Wuhan University [University]', 'Fundamental Research Funds for the Central Universities [University]', 'China Postdoctoral Science Foundation [Foundation]', 'National Natural Science Foundation of China [Foundation]', 'Guangdong Natural Science Foundation-General Program [Foundation]', 'State Key Laboratory of Urban Water Resource and Environment [Unknown]', 'Qingdao Agricultural University [University]', 'National Natural Science Foundation of China [Foundation]', 'Natural Science Foundation of Shandong Province [Foundation]', 'Natural Science Foundation of Jiangsu Province [Foundation]', 'National Natural Science Foundation of China [Foundation]']"
Error,['Co(IV)-oxo'],"['China Postdoctoral Science Foundation [Foundation]', 'National Natural Science Foundation of China [Foundation]', 'Guangdong Natural Science Foundation-General Program [Foundation]']"
Error,['Co(OH)2'],"['National Key Research and Development Program of China [Unknown]', 'China Postdoctoral Science Foundation [Foundation]', 'Fundamental Research Funds for the Central Universities [University]', 'National Natural Science Foundation of China [Foundation]']"
Error,['Co-HCC'],"['Fundamental Research Funds for the Central Universities [University]', 'National Natural Science Foundation of China [Foundation]']"
Error,['Co-N-C'],"['Fundamental Research Funds for the Central Universities [University]', 'National Natural Science Foundation of China [Foundation]']"
Error,['Co-OH'],"['National Key Research and Development Program of China [Unknown]', 'China Postdoctoral Science Foundation [Foundation]', 'Fundamental Research Funds for the Central Universities [University]', 'National Natural Science Foundation of China [Foundation]']"
Error,['Co-based oxides'],"['National Key Research and Development Program of China [Unknown]', 'China Postdoctoral Science Foundation [Foundation]', 'Fundamental Research Funds for the Central Universities [University]', 'National Natural Science Foundation of China [Foundation]']"
Error,['Co3O4'],"['Central China Normal University [University]', 'National Natural Science Foundation of China [Foundation]', 'Wuhan Knowledge Innovation Special Basic Research Project [Unknown]', 'Organization Department of the Central Committee of the Communist Party of China [Government]', 'National Natural Science Foundation of China [Foundation]', 'Chinese Academy of Sciences [Unknown]', 'Guangdong Provincial Introduction of Innovative Research and Development Team [Unknown]', 'Special Project for Research and Development in Key areas of Guangdong Province [Unknown]', 'Guangdong Provincial Pearl River Talents Program [Unknown]', 'Guangzhou Municipal Science and Technology Project [Unknown]', 'National Natural Science Foundation of China [Foundation]', 'Foshan Innovative and Entrepreneurial Research Team Program [Unknown]', 'China Postdoctoral Science Foundation [Foundation]', 'Fundamental Research Funds for the Central Universities [University]', 'National Natural Science Foundation of China [Foundation]', 'National Key Research and Development Program of China [Unknown]', 'China Postdoctoral Science Foundation [Foundation]', 'Fundamental Research Funds for the Central Universities [University]', 'National Natural Science Foundation of China [Foundation]', 'National Key Research and Development Program of China [Unknown]', 'Fundamental Research Funds for the Central Universities [University]', 'National Natural Science Foundation of China [Foundation]', 'Natural Science Foundation of Jiangsu Province [Foundation]', 'National Natural Science Foundation of China [Foundation]']"
Error,['Co3O4-C'],"['Science Fund for Distinguished Young Scholars of Hubei Province [Unknown]', 'National Natural Science Foundation of China [Foundation]', 'Knowledge Innovation Program of Wuhan -Basic Research [Unknown]']"
Error,['CoII-NC'],"['Fundamental Research Funds for the Central Universities [University]', 'National Natural Science Foundation of China [Foundation]']"
Error,['CoOx'],"['National Key Research and Development Program of China [Unknown]', 'National Natural Science Foundation of China [Foundation]', 'Key Research and Development Projects of Shaanxi Province [Unknown]']"
Error,['CoRu'],"['National Key Research and Development Program of China [Unknown]', 'China Postdoctoral Science Foundation [Foundation]', 'National Natural Science Foundation of China [Foundation]', 'Basic Scientific Research Fees of Central Universities [University]']"
Error,['CoRu/Al2O3'],"['National Key Research and Development Program of China [Unknown]', 'China Postdoctoral Science Foundation [Foundation]', 'National Natural Science Foundation of China [Foundation]', 'Basic Scientific Research Fees of Central Universities [University]']"
Error,['CoS2'],"['Science and Technology Foundation of Shenzhen City [Foundation]', 'National Natural Science Foundation of China [Foundation]']"
Error,['Coal'],"['Jiangsu University [University]', 'National Natural Science Foundation of China [Foundation]', 'National Statistical Science Research Project [Unknown]', 'Youth Innovation Promotion Association of the Chinese Academy of Sciences [Unknown]', 'Guizhou Provincial Science and Technology Department [Government]', 'National Natural Science Foundation of China [Foundation]', 'Chinese Academy of Sciences [Unknown]']"
Error,['Cr hydroxide'],"['Yunnan University [University]', 'National Natural Science Foundation of China [Foundation]']"
Error,['Cr(IV)'],"['Department of Agriculture and Rural Affairs of Zhejiang Province [Government]', 'Educational Commission of Zhejiang Province of China [Unknown]', 'Zhejiang Gongshang University ?Digital+? Disciplinary Construction Management Project [University]']"
Error,['Cr(OH)3'],"['China Postdoctoral Science Foundation [Foundation]', 'National Natural Science Foundation of China [Foundation]', 'Yunnan University [University]', 'National Natural Science Foundation of China [Foundation]']"
Error,['Cr(V)'],"['Department of Agriculture and Rural Affairs of Zhejiang Province [Government]', 'Educational Commission of Zhejiang Province of China [Unknown]', 'Zhejiang Gongshang University ?Digital+? Disciplinary Construction Management Project [University]']"
Error,['Cr(VI) oxo-anions'],"['Natural Science Foundation of Hunan Province [Foundation]', 'Canada Foundation for Innovation [Foundation]', 'Natural Science Foundation of Sichuan Province [Foundation]', 'Natural Sciences and Engineering Research Council of Canada [Government]', 'National Natural Science Foundation of China [Foundation]', 'Southwest Petroleum University [University]', 'Canada Research Chairs Program [University]']"
Error,['Cr(VI)-HA'],"['Natural Science Foundation of Hunan Province [Foundation]', 'Canada Foundation for Innovation [Foundation]', 'Natural Science Foundation of Sichuan Province [Foundation]', 'Natural Sciences and Engineering Research Council of Canada [Government]', 'National Natural Science Foundation of China [Foundation]', 'Southwest Petroleum University [University]', 'Canada Research Chairs Program [University]']"
Error,['Cr2O3-V2O5'],"['National Key Research and Development Program of China [Unknown]', 'National Natural Science Foundation of China [Foundation]']"
Error,"[""Cu'""]","['Ocean University of China [University]', 'Government of Canada [Government]']"
Error,['Cu(I)-sulfide'],"['Agence Nationale de la Recherche [Unknown]', 'H2020 Marie Sklodowska-Curie Actions [Unknown]']"
Error,['Cu(I)-sulfides'],"['Agence Nationale de la Recherche [Unknown]', 'H2020 Marie Sklodowska-Curie Actions [Unknown]']"
Error,['Cu(II)-carbonate'],"['Agence Nationale de la Recherche [Unknown]', 'H2020 Marie Sklodowska-Curie Actions [Unknown]']"
Error,['Cu(III)'],"['National Research Foundation of Korea [Foundation]', 'Jeonbuk National University [University]']"
Error,['Cu-CHA'],"['National Key Research and Development Program of China [Unknown]', 'National Natural Science Foundation of China [Foundation]', 'Construction Project of National New Material Production and Application Demonstration Platform [Unknown]']"
Error,['Cu-H2O'],"['Natural Science Foundation of Shanghai Municipality [Foundation]', 'National Key Research and Development Program of China [Unknown]', 'China Postdoctoral Science Foundation [Foundation]', 'Science, Technology and Innovation Commission of Shenzhen Municipality [Unknown]', 'National Natural Science Foundation of China [Foundation]']"
Error,['Cu-L'],"['Ocean University of China [University]', 'Government of Canada [Government]']"
Error,['Cu-N4'],"['National Natural Science Foundation of China [Foundation]', 'National Outstanding Youth Science Fund Project of National Natural Science Foundation of China [Foundation]', 'National Natural Science Foundation of China [Foundation]']"
Error,['Cu-SSZ-13'],"['National Key Research and Development Program of China [Unknown]', 'National Natural Science Foundation of China [Foundation]', 'National Key Research and Development Program of China [Unknown]', 'Fuyang Normal University [University]', 'National Natural Science Foundation of China [Foundation]', 'Natural Science Foundation of Guangdong Province [Foundation]', 'Anhui Provincial Key Research and Development Plan [Unknown]', 'National Engineering Laboratory for Mobile Source Emission Control Technology [Unknown]']"
Error,['Cu-SSZ-39'],"['Youth Innovation Promotion Association of the Chinese Academy of Sciences [Unknown]', 'National Natural Science Foundation of China [Foundation]']"
Error,['Cu-ZSM-5'],"['Taishan Scholar Project of Shandong Province [Unknown]', 'National Natural Science Foundation of China [Foundation]', 'Natural Science Foundation of Shandong Province [Foundation]']"
Error,['Cu2+-2Z'],"['National Key Research and Development Program of China [Unknown]', 'National Natural Science Foundation of China [Foundation]', 'Construction Project of National New Material Production and Application Demonstration Platform [Unknown]']"
Error,['Cu2S'],['Army Research Office [Unknown]']
Error,['Cu3+'],"['National Key Research and Development Program of China [Unknown]', 'National Natural Science Foundation of China [Foundation]']"
Error,['CuBN-HCMs'],"['National Outstanding Youth Science Fund Project of National Natural Science Foundation of China [Foundation]', 'National Natural Science Foundation of China [Foundation]']"
Error,['CuCe'],['National Natural Science Foundation of China [Foundation]']
Error,['CuCrO2'],"['Universit? Laval [University]', 'Centre National de la Recherche Scientifique [Unknown]', 'Division of Chemical, Bioengineering, Environmental, and Transport Systems [Unknown]', 'Natural Sciences and Engineering Research Council of Canada [Government]', ""Centre d'?tudes nordiques, Universit? Laval [University]""]"
Error,['CuOx'],"['National Key Research and Development Program of China [Unknown]', 'National Natural Science Foundation of China [Foundation]', 'Natural Science Foundation of Zhejiang Province [Foundation]', 'National Energy-Saving and Low-Carbon Materials Production and Application Demonstration Platform Program [Unknown]', 'National Natural Science Foundation of China [Foundation]']"
Error,['Cyano-metabolites'],"['Eidgen?ssische Anstalt f?r Wasserversorgung Abwasserreinigung und Gew?sserschutz [Unknown]', 'Wasserversorgung - Stadt Z?rich [Unknown]']"
Error,['CyanoStrainChip'],"['Shenzhen Science and Technology Innovation Program [Unknown]', 'Key-Area Research and Development Program of Guangdong Province [Unknown]']"
Error,['C–F'],"['Division of Chemistry [Unknown]', 'Graduate School, University of Minnesota [University]', 'College of Science and Engineering, University of Minnesota [University]', 'Minnesota Environment and Natural Resources Trust Fund [Foundation]']"
Error,['C–H'],['Strategic Environmental Research and Development Program [Unknown]']
Error,['C–S'],"['National Science Foundation Graduate Research Fellowship Program [Foundation]', 'University of California, Riverside [University]', 'Strategic Environmental Research and Development Program [Unknown]']"
Error,['C═C'],['U.S. Environmental Protection Agency [Government]']
Error,['C═C of maleic anhydride'],"['National Key Research and Development Program of China [Unknown]', 'China Postdoctoral Science Foundation [Foundation]', 'Fundamental Research Funds for the Central Universities [University]', 'National Natural Science Foundation of China [Foundation]', 'Chinese Academy of Sciences [Unknown]']"
Error,['C═O'],"['Australian Research Council [Government]', 'China Scholarship Council [Government]', 'National Key Research and Development Program of China [Unknown]', 'National Natural Science Foundation of China [Foundation]', 'Key Research and Development Projects of Shaanxi Province [Unknown]', 'Natural Science Foundation of Hunan Province [Foundation]', 'China Postdoctoral Science Foundation [Foundation]', 'Key Research and Development Program of Hunan Province of China [Unknown]', 'Postdoctoral Fellowship Program of CPSF [Unknown]', 'National Key Research and Development Program of China [Unknown]', 'Beijing Normal University [University]', 'Major Scientific and Technological Innovation Project of Shandong Province [Unknown]', 'National Natural Science Foundation of China [Foundation]', 'China Postdoctoral Science Foundation [Foundation]', 'National Natural Science Foundation of China [Foundation]', 'Shanghai Rising-Star Program [Unknown]', 'State Key Laboratory of Urban Water Resource and Environment [Unknown]', 'National Natural Science Foundation of China [Foundation]', 'Heilongjiang Touyan Innovation Team Program [Unknown]', 'Woods Institute for Environment, Stanford University [University]']"
Error,['C═S'],"['National Key Research and Development Program of China [Unknown]', 'Applied Basic Research Foundation of Yunnan Province [Foundation]', 'Major Science and Technology Projects in Yunnan Province [Unknown]', 'National Natural Science Foundation of China [Foundation]']"
Error,['DBC'],['National Natural Science Foundation of China [Foundation]']
Error,['DBC-Fh coprecipitates'],"['Guangdong Science and Technology Department [Government]', 'Basic and Applied Basic Research Foundation of Guangdong Province [Foundation]', 'Guangzhou Science, Technology and Innovation Commission [Unknown]', 'National Natural Science Foundation of China [Foundation]']"
DBMJMQXJHONAFJ-UHFFFAOYSA-M,['sodium dodecyl sulfate'],"['Natural Science Foundation of Shanghai Municipality [Foundation]', 'National Key Research and Development Program of China [Unknown]', 'National Natural Science Foundation of China [Foundation]', 'National Natural Science Foundation of China [Foundation]', 'Strategic Environmental Research and Development Program [Unknown]']"
DBUXSCUEGJMZAE-UHFFFAOYSA-N,['MeHg'],"['Ministerio de Ciencia e Innovaci?n [Unknown]', 'Ministerio de Econom?a y Competitividad [Unknown]', 'H2020 Marie Sklodowska-Curie Actions [Unknown]', 'U.S. Department of Energy [Government]', 'HORIZON EUROPE Climate, Energy and Mobility [Unknown]', 'National Natural Science Foundation of China [Foundation]', 'National Science Fund for Distinguished Young Scholars [Unknown]', 'National Natural Science Foundation of China [Foundation]', 'Tianjin Municipal Science and Technology Bureau [Unknown]', 'China Postdoctoral Science Foundation [Foundation]', 'National Natural Science Foundation of China [Foundation]', 'National Ten Thousand Talent Program [Unknown]', 'National Key Research and Development Program of China [Unknown]', 'Youth Innovation Promotion Association of the Chinese Academy of Sciences [Unknown]', 'National Natural Science Foundation of China [Foundation]', 'National Natural Science Foundation of China [Foundation]', 'U.S. Geological Survey [Government]', 'China Postdoctoral Science Foundation [Foundation]', 'National Natural Science Foundation of China [Foundation]', 'Guizhou Province [Unknown]', 'Guizhou thousand talents innovation and entrepreneurship plan [Unknown]', 'Idaho Department of Environmental Quality [Government]', 'University of California [University]', 'U.S. Geological Survey [Government]', 'Idaho Power Company Inc. [Company]', 'National Research Foundation of Korea [Foundation]', 'Korea Institute of Marine Science and Technology promotion [University]', 'Tianjin Municipal Science and Technology Bureau [Unknown]', 'China Postdoctoral Science Foundation [Foundation]', 'National Natural Science Foundation of China [Foundation]', 'National Park Service [Government]', 'U.S. Geological Survey [Government]', 'Oregon State University [University]', 'National Institute of Environmental Health Sciences [University]', 'Biological and Environmental Research [Unknown]', 'National Science Foundation [Foundation]']"
DBVJJBKOTRCVKF-UHFFFAOYSA-N,"['1-hydroxyethylidene-1,1-diphosphonic acid', 'HEDP']","['China Association for Science and Technology [Government]', 'National Key Research and Development Program of China [Unknown]', 'National Natural Science Foundation of China [Foundation]', 'China Association for Science and Technology [Government]', 'National Key Research and Development Program of China [Unknown]', 'National Natural Science Foundation of China [Foundation]']"
Error,['DBzA'],"['Natural Science Foundation of Shenzhen Municipality [Foundation]', 'Southern University of Science and Technology [University]', 'National Natural Science Foundation of China [Foundation]', 'High-Level University Special Fund [University]', 'Shenzhen Key Laboratory of Precision Measurement and Early Warning Technology for Urban Environmental Health Risks [Unknown]']"
Error,['DBzP'],"['China Postdoctoral Science Foundation [Foundation]', 'Natural Science Foundation of Jiangsu Province [Foundation]', 'National Natural Science Foundation of China [Foundation]']"
DCAYPVUWAIABOU-UHFFFAOYSA-N,['hexadecane'],"['National Institute of Environmental Health Sciences [University]', 'North Carolina State University [University]', 'North Carolina Policy Collaboratory [Unknown]']"
Error,['DCCHO'],"['Deutscher Akademischer Austauschdienst [Unknown]', 'National Institute of Water and Atmospheric Research [University]', 'H2020 European Research Council [Unknown]']"
DCOPUUMXTXDBNB-UHFFFAOYSA-N,['diclofenac'],"['National Natural Science Foundation of China [Foundation]', 'Guangzhou Science and Technology Project [Unknown]', 'Open Project of State Key Laboratory of Urban Water Resource and Environment, Harbin Institute of Technology [University]', 'Guangdong Natural Science Foundation-Outstanding Youth Program [Foundation]', 'Program for Guangdong Introducing Innovative and Entrepreneurial Teams [Unknown]', 'Guangdong Provincial Key Laboratory Project [Unknown]']"
DCXXMTOCNZCJGO-UHFFFAOYSA-N,['triacylglycerol'],['National Natural Science Foundation of China [Foundation]']
